Id,SalePrice
570,200563.963328557
574,225902.76468155463
575,276723.32967358636
576,189105.96722249046
577,201446.75573761997
578,238130.51415750338
583,224706.39697649574
584,212031.91212872666
585,166998.90490645278
587,184814.6270682246
593,218212.59689443005
597,219135.89381794207
598,158406.5445789236
599,165655.00798769863
600,115501.58140645018
605,180553.83568960612
607,171521.93113223757
608,156120.4274957385
611,160470.62808074022
616,126159.58444112072
625,173280.7555915379
629,178952.07009603616
630,140478.0426837757
631,128666.54386523333
640,170365.2355945625
642,174856.74683827817
643,128143.10058252318
646,122558.96060885488
647,158133.92300135907
655,93664.58879043152
659,116071.78589323898
663,71547.05720529924
665,105311.4931353248
667,226617.31289857393
673,141846.84610649967
676,123104.47418878133
680,154159.09341897938
682,126980.28104355195
687,158617.35886014244
688,154863.75515385793
692,128530.30551435488
693,114006.46111476384
695,140410.83467724104
697,116212.74184340415
700,163702.6001999289
702,144452.03048167544
703,154062.9306669809
704,107115.56517847629
712,98172.78248948773
713,109931.27251340772
717,247606.3020054693
720,180464.9670070738
721,89207.96576578003
726,148209.90846395143
733,119530.4170382461
736,138062.73746121422
738,102226.03175263824
741,134440.32437651607
743,73380.09508300827
745,116061.5132130877
750,149508.12065522122
756,107026.18093786092
757,133080.84972704813
758,159633.27194146838
760,88012.88957557954
765,131930.3717402506
775,122963.93824129297
776,119410.75268625419
780,153200.78470385046
783,171402.82476933705
790,121588.25253179134
795,86560.54956406246
796,127654.45425881165
797,158828.491972611
798,109221.1141201596
804,217078.95411927204
805,245398.29858761677
806,252784.25782455195
808,117091.39976504706
814,154640.3065845469
818,360045.00334116345
821,271665.3464591648
822,307550.2416963443
825,280471.7135329947
827,259379.86091569977
830,191566.31471930543
834,227721.81792465274
835,182713.76673948034
842,143349.6180832963
845,200030.83028447814
852,213911.8553369561
857,129167.85614446459
858,134373.11413202068
859,121513.46110690554
860,119184.36488978338
861,116336.15097187986
864,263449.95422972116
868,201701.27162402504
869,222663.913033383
872,272910.9190502976
873,204803.62445880842
885,106287.64301899108
890,127055.06345797116
895,103250.63044631406
899,81083.09084887791
906,123455.58838233142
918,135800.84221500615
923,141574.63281303522
925,123167.75481462598
927,127235.39075750238
932,188135.16241749673
933,143335.04691487955
934,149506.77937023496
942,95582.68386070993
947,276023.78847828665
948,273675.5041814403
951,143367.1869454964
957,236292.07780321763
958,297674.89687547
959,198882.1219963053
963,180263.0962965434
967,220191.02682456627
968,315237.13743978203
971,128676.95569186966
972,174839.7324846574
976,98303.72092688161
978,92715.63081922398
979,118579.70956715207
984,113569.16649908818
986,152693.6202171194
991,195283.23230731365
996,184690.34171435316
1001,237128.45765236084
1007,212138.87378991765
1008,174607.7541948577
1009,201212.6688531748
1014,172055.85128536416
1022,246620.78770649998
1024,166957.42488496983
1027,128893.2050300967
1030,178928.36844882736
1032,159380.71354046257
1035,145387.73296926406
1042,131885.4715324651
1047,145146.21183198574
1050,111240.51700940584
1055,272196.3162333827
1059,405141.8710356431
1061,347216.4470406978
1064,436271.2465837896
1077,230270.03155537872
1081,221290.79037111666
1092,224819.49047386483
1093,203777.92713957344
1095,193496.00200232182
1099,268271.28965314006
1101,287028.75610781094
1103,312361.4631081579
1109,261881.0258767694
1112,207998.9776828182
1113,275887.6064769367
1114,236650.26539356826
1116,272054.3540706893
1117,207801.51985314992
1119,268533.413435207
1121,229492.29359879615
1122,202931.0786261884
1125,264119.3997226234
1137,169779.2788541524
1142,223766.91259084153
1144,192963.6749499279
1145,198490.61918327087
1147,183105.9122707864
1148,220687.1581858924
1149,167804.4610129861
1150,134647.17851435728
1153,110376.65289091681
1154,110205.68956335202
1159,373063.91935414495
1161,181240.51973071395
1167,171494.3818696709
1171,260236.82205370357
1174,182591.02151522285
1188,192637.4196262646
1189,171978.27563265042
1191,162594.18522892235
1195,142293.4298929448
1199,166032.71176068802
1201,185540.55507242223
1204,194989.29762345887
1211,159958.43649852264
1214,150088.75647924741
1219,141640.5958017966
1220,72334.19697694507
1227,160684.30760889626
1229,184159.5993428873
1231,130060.40492152638
1234,210077.016046543
1235,119825.1976184884
1239,159687.0090888569
1240,158290.94377648988
1241,190965.7647394348
1246,109078.31448890599
1249,172121.88711512063
1250,120416.05500659153
1252,129210.98307270036
1259,168629.37071981447
1267,102988.38582144146
1269,93298.87346648412
1270,137349.28338888945
1272,118550.97574128551
1274,142180.78527120745
1276,120594.99628535626
1279,126524.93322503153
1281,169704.27299164594
1286,150188.64392316592
1287,133564.67570380468
1290,98192.1706481078
1291,136045.09816048684
1297,158635.45390611436
1302,152190.84004857793
1303,71390.92606601829
1312,106218.28312958732
1315,124679.69151130835
1322,87570.27417914763
1327,116090.52846935389
1331,141354.290764227
1333,122374.36875120382
1334,126626.8012988355
1336,129820.07740190977
1341,127154.15068520082
1344,93878.48629924568
1347,151368.81427011034
1348,172416.95652404125
1353,163852.93616649465
1355,129452.30212262954
1356,116626.59182677574
1357,154029.67756503544
1361,138071.71053745272
1364,130471.03190914949
1368,120190.12249323563
1369,108117.64342961149
1371,132391.21319980978
1373,136966.47467517524
1374,124469.81890848836
1387,122110.5655507863
1388,106100.355445728
1392,150993.8825309256
1394,142197.38574258244
1406,135414.67210819694
1407,204806.81478353377
1408,147374.64563186356
1409,150268.28924435214
1411,147168.0382182978
1412,102277.19344074963
1413,140364.93957358313
1414,121140.16804231492
1425,264322.6413718444
1430,182441.28525290036
1431,180039.42761622553
1435,216846.82596454702
1441,221354.78599783825
1444,216766.16077270114
1445,119731.09389159932
1446,122082.43690576893
1452,107955.27168499294
1453,110659.03177498451
1456,254261.78094286067
1457,255027.3704055897
1460,294024.3375623277
1463,269953.77191946015
1468,233094.25786605183
1471,198575.96059627165
1474,207504.49225456003
1475,189727.63941933992
1476,200624.18731719293
1478,188695.81098142403
1482,151694.97319912765
1483,151694.97319912765
1484,151694.97319912765
1485,151058.67123064515
1496,150004.6052953958
1497,151582.05536178904
1500,142705.057777495
1506,108260.3362631586
1507,92426.14817272766
1509,122354.84365784848
1510,132538.7739946925
1513,116124.81299658077
1517,129011.5343631965
1518,178729.1950922929
1523,189237.00781859754
1524,135109.35732311365
1526,143272.22132267148
1529,187354.76268478413
1531,151331.39809288824
1535,116072.07916539891
1536,140847.30460151503
1538,338452.1883353985
1540,226345.58542467846
1543,142181.7037038579
1545,123197.03048395902
1546,129303.82834393815
1557,95400.47133482192
1558,111550.98684517817
1559,92345.56067087935
1563,250838.57309272265
1568,176324.07942832238
1571,198384.46688732464
1578,144042.54401115698
1579,192346.06604873214
1584,230115.35382946322
1586,298091.12594808254
1604,130078.76820614535
1606,143260.41920190144
1610,183775.02545503445
1611,125162.52597947174
1618,152848.94101060164
1623,204898.26446348982
1624,176006.74467360124
1628,175747.16250827635
1633,224884.87067168872
1645,165894.6152214036
1649,211299.46857915592
1652,148314.52264166405
1653,161583.53398806383
1656,150813.20001858563
1662,195320.74965934572
1668,116566.63812997658
1670,114638.51340121121
1672,110588.22241827051
1673,142450.43052309714
1674,185801.18212533058
1677,133150.5358453412
1678,133289.83185231464
1679,129589.0761610755
1685,304663.41982998536
1692,417773.9226045201
1693,304337.0155654644
1696,420776.53209346184
1709,310766.6271073447
1711,297475.55156574224
1717,192764.96236945273
1718,192764.96236945273
1721,246970.01337478816
1722,220578.62719399066
1725,317989.33485079586
1726,228364.43167517823
1730,183178.55854254327
1731,181369.61421549285
1733,196077.51168246768
1737,183626.75729106952
1746,228751.43196696788
1747,166706.02875918619
1748,186343.4007755927
1749,212357.0381146919
1760,207681.70241134593
1761,682269.1326013736
1762,341470.24694419873
1768,671543.0866370322
1769,232083.04533370468
1770,306182.11898120074
1776,210415.97134677862
1781,375753.3522957356
1785,277277.2594783401
1792,230679.2842962597
1798,278036.506716943
1812,189956.23038035305
1814,224794.6045974976
1817,123280.98597311118
1818,145466.6903340757
1822,129491.39723959228
1823,125643.79383528508
1829,236965.78457153036
1838,216848.8057232548
1845,182771.82466308228
1851,209592.06203533747
1855,292327.02146830875
1856,173155.54051429077
1858,196353.28126804976
1865,222700.5978883398
1866,136998.83526974966
1867,161884.29835280587
1868,199175.7729791426
1876,144210.03209036172
1878,157453.12498091103
1879,165313.736579004
1882,122919.20185815441
1883,125456.0626682537
1887,89906.72781326462
1895,151403.59618859398
1898,149127.328532291
1904,76997.43748176274
1908,141082.39794620994
1917,134394.40369036744
1918,120193.3006265661
1920,128088.1368183021
1922,135096.84997437274
1923,152146.10161160192
1931,129635.38178469447
1935,126462.52495299274
1936,125620.19480260176
1939,125438.48817294104
1943,117251.58701269986
1944,126590.97536689181
1946,251858.322728677
1952,97824.54832216538
1954,111361.34743541427
1958,134040.39584511053
1964,132380.24991934467
1966,132629.36061558453
1969,91103.65550138871
1977,123379.33420230438
1980,98754.3287623799
1984,126203.52677332514
1985,94806.39022025764
1988,104183.77279010059
1989,122230.03210896066
1991,145158.93696801766
1992,114706.14694026923
1997,136591.2992163248
1999,193194.47247486646
2003,110677.15099064067
2005,115391.91067233322
2010,126396.73175946478
2012,137798.77444365196
2016,141765.1011587423
2017,116104.97690689217
2022,188695.93222941522
2023,152946.48204833508
2035,145963.15203070952
2036,207767.3081127102
2040,126036.44180399823
2042,159735.80604141034
2043,101159.47279932571
2055,116322.53047640086
2056,114911.75466341329
2059,105433.0161369239
2064,123753.63632423716
2066,216780.40765826945
2070,135737.52449789378
2071,89123.14333444592
2078,248158.4705885707
2080,155226.13489315577
2085,133089.58513440966
2089,119397.5383143461
2090,208375.77523570883
2092,244390.51771143233
2094,250281.7979664421
2095,201871.40311922165
2098,373936.38048909017
2099,271012.76776839956
2103,270503.0352971159
2120,145458.8251274402
2122,173173.74065078242
2123,171476.37076699783
2134,201492.6142620607
2135,111626.00446766014
2136,130906.14103353934
2143,134480.66146007128
2145,311446.8683296194
2146,292211.3762765853
2148,225696.91458994575
2155,287166.28470196505
2156,270760.92341255397
2157,141085.05639704128
2159,223872.08891983496
2161,189737.89867750867
2164,185137.95227503323
2165,191577.81107988986
2169,129490.63813272901
2171,115296.26983578327
2180,160914.13096596044
2182,894341.9967598586
2184,126400.40648465384
2185,82813.18131466818
2188,85604.89600081345
2191,121914.05673013811
2192,104347.11051266993
2196,174616.33573242425
2198,96704.92725053609
2204,161887.14995075783
2210,158469.90786155427
2213,108311.82782644653
2215,259216.18107265016
2219,248748.81682438296
2221,210950.6353291691
2224,172312.78085432856
2228,165511.93971606618
2232,120957.06360483957
2239,124136.76685148742
2246,245352.11750548845
2247,253690.61522900374
2249,139812.16997033995
2251,195403.27470807126
2254,136547.76007181653
2256,211461.67616326394
2259,200034.27669532716
2263,249171.22823322495
2266,204915.32172150497
2271,201002.24994336214
2274,186081.63824514885
2275,266705.9313433422
2280,142449.2308959021
2281,115072.72879351703
2291,110535.75793614944
2292,148587.52138543
2295,193843.4183527571
2297,98572.27402182277
2299,139090.575648916
2302,110187.38814772089
2303,124819.02735655526
2304,109491.31925196588
2308,177876.47062182898
2312,239631.47083085045
2314,180431.66935198207
2315,198865.2312352272
2316,172944.92425329646
2320,256722.59303078492
2321,292267.9627389362
2322,227368.01921513386
2325,177030.23800060534
2336,362219.1113025373
2340,278274.12603678554
2341,289143.159338262
2342,337570.57077198324
2345,236879.46960843814
2346,177153.9270344067
2347,153447.11904793413
2354,268948.3779517727
2357,188117.84025225593
2359,153135.81968168716
2360,126849.50947086868
2361,104070.55112157717
2362,96235.68296218062
2366,143122.26949608902
2367,121990.55116804905
2370,131714.29305121198
2373,128699.24936704562
2376,122020.19187492607
2378,165211.01533784333
2382,255672.4316281293
2387,309125.0408934127
2392,333915.2601077534
2395,308244.7173956851
2396,321452.75013765733
2397,261764.0509988112
2399,305163.779632514
2401,389051.410569982
2402,262193.067392748
2407,215633.03961427894
2411,190489.82886401698
2414,192278.62377236327
2418,272140.6003857968
2419,187351.7621305253
2424,213228.7749662959
2427,169943.76628274677
2430,224087.4588214488
2439,212506.1915939471
2441,261304.76713645205
2442,245984.35398283365
2446,536096.5203956412
2447,375708.05278989987
2452,307325.8558344961
2457,351019.81908675557
2458,258204.67467064573
2462,429594.2013428358
2465,196392.53184569947
2467,199292.68499768735
2473,145307.108455913
2478,206116.79788567443
2479,172776.02564653454
2482,162271.39667503734
2485,124088.54903914813
2488,131741.51834176012
2494,120160.0674944731
2500,282085.246323973
2509,176264.36207763266
2512,186573.3948398079
2514,165193.58542852793
2515,207782.49519790572
2516,257141.36577739235
2518,174482.95479289672
2519,189145.46806334698
2520,175979.58000166618
2527,170730.08689426546
2532,116206.23453299576
2538,127369.00669604608
2539,129150.92616958516
2543,120431.11918301361
2551,132934.04245716636
2554,124213.44958257918
2555,109977.03001399254
2557,89858.35530667272
2561,123820.52501878285
2563,143015.88288052863
2564,146195.45601238502
2570,116297.9568077208
2571,317004.4704089545
2576,146180.0872924201
2582,134123.76025240778
2584,160253.10035336833
2587,121925.80524829001
2589,120648.34647530562
2591,209778.1865260601
2597,118957.03855084696
2602,148161.2624427128
2605,173618.8116350107
2610,168538.944377053
2611,149130.2170743578
2614,127299.49699028773
2616,214836.90243606007
2617,139575.84932663274
2620,133288.24930034595
2623,87077.3057588699
2631,152874.94923860984
2638,135757.50724653873
2639,129930.89040378516
2645,128625.78310368572
2647,101915.93485707178
2648,122434.10054479112
2650,117780.8927255492
2652,114921.46178740847
2656,121861.24113920722
2658,152875.1994759371
2661,205032.69711665428
2665,161402.79131154262
2673,156807.44762214992
2678,96813.12969227502
2679,107243.09759870768
2680,75132.12158175455
2685,115796.23616824418
2695,131076.8043509099
2698,117555.79467906013
2700,201081.04936488764
2706,138973.35742862904
2708,143195.6088201734
2709,136936.0823819254
2711,119131.2104265859
2718,196731.10520113452
2719,191445.13704066648
2721,182255.3553758247
2725,177430.44948567878
2726,210027.6015476816
2732,190652.17122188304
2733,136086.9153671808
2739,195300.77594780023
2747,181326.81082533277
2751,242312.1236137715
2754,208253.49242789432
2755,228011.63182359905
2756,216324.98930912322
2758,237314.31126472572
2763,190721.05948859444
2764,234658.19927885963
2765,155242.72060083674
2766,144789.90545479782
2768,181522.0509104284
2781,262753.1044966619
2784,159876.8802379031
2785,119611.78749025558
2786,108939.38561609968
2796,251304.95796106747
2797,273437.25813649624
2801,248763.8531015241
2805,246646.81733664236
2806,207211.61097341077
2812,204258.40387610657
2817,128006.42412434878
2822,126304.14733354023
2825,263003.3278961122
2828,139977.5384381543
2831,181290.24569701936
2843,135564.38498803234
2845,112977.28349962237
2847,161087.17390086214
2855,157754.3211820421
2856,128987.10711970522
2859,143838.29509041403
2865,177675.57263235794
2867,154538.93517963547
2869,176540.86263312542
2870,179770.44616700333
2874,133808.5640110931
2876,88991.2403285365
2889,133065.34113456166
2892,269678.39522453584
2895,262571.41546820814
2898,255188.6910131066
2901,287220.4074959893
2902,317897.72622912435
2908,134451.02882786634
2909,122259.50630979014
2916,141534.56831804026
2917,94387.40834940884
2919,98356.01568854332
2921,106257.47806400525
2922,178176.29170403155
2925,172744.23418564277
2928,111162.3064717118
