Id,saleprice
1322,90771.12591995524
1327,119602.2702200246
1331,140971.2899856173
1333,125970.5390175872
1334,129331.94678108818
1336,129975.96155805717
1341,126370.11684567374
1344,96585.0831091199
1347,155829.46862486503
1348,170614.61360457697
1353,167454.08986204496
1355,132190.5781136397
1356,119552.86462154763
1357,156114.67080492116
1361,141328.90861441637
1364,133341.2969489219
1368,121645.99795854904
1369,111071.64511049875
1371,135424.21876997777
1373,137200.96296739002
1374,123379.30410479286
1387,124896.59496322785
1388,108171.82064779084
1392,148870.40932017725
1394,147192.79442576604
1406,134343.99393089442
1407,202535.5870050898
1408,146134.32980576536
1409,147941.32012266555
1411,145642.22383653617
1412,104363.05239285895
1413,143844.79053112955
1414,124133.45891063448
1425,263626.9871315728
1430,183757.0851001803
1431,184131.05508490332
1435,216988.40241306313
1441,221178.5623188648
1444,218267.85083836465
1445,123042.33447383337
1446,125190.16465123602
1452,110318.79887157655
1453,113573.78056118177
1456,256286.79828766815
1457,256935.10831937921
1460,297880.0455377256
1463,270517.1849680928
1468,233981.09447945375
1471,197772.87490922023
1474,214759.165615274
1475,195528.56413657582
1476,205183.6279352839
1478,193242.2107759399
1482,152506.01785758414
1483,152506.01785758414
1484,152506.01785758414
1485,151367.5867920405
1496,149648.39656374464
1497,157163.64973712884
1500,147656.7734908946
1506,110687.98095523346
1507,94135.69259577207
1509,125872.13499426702
1510,136344.41007749707
1513,118990.77000248505
1517,131739.42422952835
1518,180091.23638142896
1523,186886.66917696802
1524,134479.1841251015
1526,146515.51048197717
1529,187399.47906540718
1531,149930.1093600498
1535,118817.54552015568
1536,139796.41175717552
1538,339378.0311810734
1540,228506.1419345012
1543,142146.5857154045
1545,125909.56938256127
1546,133657.39162813462
1557,97862.00383669994
1558,113397.02709438042
1559,95499.31402110032
1563,251539.34019038331
1568,175486.4878135017
1571,196260.16789507537
1578,149126.42594751538
1579,199477.43110379568
1584,228614.4457390468
1586,296896.4248186237
1604,133667.47670556515
1606,149298.53828698138
1610,183733.3145592135
1611,128406.523880848
1618,157534.53993357447
1623,205550.874758296
1624,182402.96160317145
1628,175975.59102632108
1633,225465.88108063064
1645,171164.06592414118
1649,210451.4685235081
1652,146463.7275531519
1653,165760.52634077662
1656,155572.96492864488
1662,194861.93675774612
1668,119706.12397903191
1670,118140.5716545395
1672,113576.84153848309
1673,146773.97582700138
1674,186123.3395381909
1677,136340.24870443591
1678,136960.7922996544
1679,133473.3890302296
1685,303740.0113010168
1692,419307.6123410289
1693,304950.0190485412
1696,420715.9105878586
1709,310318.78306530864
1711,298422.64292205137
1717,193269.41297213227
1718,193269.41297213227
1721,248389.9949488925
1722,221573.02259804503
1725,319516.0795645963
1726,229131.0866005514
1730,183636.07294529447
1731,188585.6881775391
1733,198728.1083480097
1737,189085.55609695875
1746,228027.47551696544
1747,172137.55573363992
1748,186752.64120095692
1749,212909.8664226471
1760,208469.67764336686
1761,693273.0138471861
1762,342887.26345252874
1768,679906.578912545
1769,232031.40698951026
1770,308722.63891547616
1776,218378.54782061843
1781,376348.479027183
1785,276794.25496895565
1792,240035.28777894136
1798,278292.2144124627
1812,197134.75797843875
1814,224983.90999499036
1817,122237.49006516302
1818,145683.90854882414
1822,132581.91950143318
1823,128669.29346270161
1829,236517.98514472265
1838,219296.26892710783
1845,185638.5478306217
1851,217062.57938210916
1855,292901.4895835669
1856,172928.47589874692
1858,196134.83718468779
1865,223551.8557293472
1866,139974.88860744226
1867,165832.9955869718
1868,197810.17642742387
1876,143827.330913693
1878,156735.90775387766
1879,167697.0955206959
1882,125254.32829799209
1883,128244.80518108077
1887,92374.65621866776
1895,150251.09439675463
1898,152882.7538008031
1904,78777.92400620595
1908,143748.9995149497
1917,138365.35476133952
1918,123097.39751292735
1920,131164.56076865195
1922,138082.97915281972
1923,151369.3581897425
1931,133028.75410995528
1935,129454.50274337768
1936,128876.50378949227
1939,124579.00738166906
1943,119612.31133707751
1944,130339.91434568308
1946,263772.37810985965
1952,100705.93258081061
1954,114078.0678349972
1958,133786.5487913631
1964,135634.84459058344
1966,135811.88571077696
1969,93329.29997018281
1977,124563.33727877164
1980,100847.44781863724
1984,129628.15007751955
1985,97637.81067390746
1988,106555.43631031692
1989,125057.65121263612
1991,143867.0308037705
1992,117290.95256591708
1997,136984.85346763305
1999,192615.59119015114
2003,113588.63826781858
2005,116261.59329972381
2010,130105.73417832064
2012,137990.79779779603
2016,141351.92786358276
2017,118660.75446270347
2022,194318.30892148137
2023,151951.02957264901
2035,144954.6530076756
2036,208527.89671317942
2040,130063.17186956113
2042,157469.7827991938
2043,100403.06648982425
2055,118973.83620162624
2056,117851.13882023492
2059,107686.93807529288
2064,126739.93843256493
2066,214466.8749158919
2070,134451.0201788278
2071,92104.62935058905
2078,254651.72911837633
2080,159801.36641029746
2085,137704.34036264935
2089,119825.01187817192
2090,209846.40650026518
2092,245985.2747235356
2094,250179.2331905115
2095,202143.7833165681
2098,373623.61038833385
2099,270290.62646145833
2103,269798.92306817183
2120,149636.4001450246
2122,179869.18193863105
2123,177809.19824313297
2134,208244.94107877932
2135,114153.021409949
2136,129559.73743356392
2143,138185.51916729973
2145,321408.293368349
2146,294960.3793452143
2148,226442.3558956975
2155,286004.71093268064
2156,272196.06966202235
2157,146155.743785405
2159,225338.61962552767
2161,196693.23372893498
2164,191043.84142086364
2165,192479.21067162475
2169,128165.87562596548
2171,117910.8018773921
2180,167901.0024119046
2182,904828.0286846235
2184,129962.10780258298
2185,84886.90583150316
2188,87216.47103626635
2191,126063.38945139854
2192,103943.66578787651
2196,175046.26134000445
2198,98513.8150748771
2204,160055.43175038852
2210,162452.7443641877
2213,107797.5293405093
2215,259112.90941528848
2219,249704.52375976538
2221,211104.11745212512
2224,172587.57398102887
2228,170005.10479714398
2232,123186.29244942594
2239,122327.74729462716
2246,245798.34851496542
2247,254860.73792723354
2249,139168.88580268866
2251,196171.2887562399
2254,139811.16466614904
2256,211420.9973986379
2259,201419.94017652696
2263,248483.8863508583
2266,205593.3484569582
2271,200904.47317492127
2274,185093.72180491532
2275,266303.59003302286
2280,147405.76572236273
2281,117651.23497123392
2291,114068.73065819565
2292,147540.11747946445
2295,192955.57553413798
2297,100048.93193825717
2299,142953.05393532847
2302,112646.8846251799
2303,128542.90870803011
2304,111747.09992338652
2308,176250.152961598
2312,241300.8311428037
2314,181107.1743853449
2315,199516.4049566006
2316,171834.43090089897
2320,257945.82463864065
2321,291701.0682924114
2322,229598.46769057715
2325,177728.58019520904
2336,362500.0433151219
2340,277078.3241359105
2341,288719.19903566525
2342,335560.0799017557
2345,237101.2263736801
2346,176467.81044522853
2347,152558.8100580164
2354,271942.87331726507
2357,187399.04169331177
2359,156638.62146821266
2360,129535.60353240102
2361,106545.1188236008
2362,98286.86153336316
2366,143320.47840412657
2367,126317.33661692789
2370,134953.8221424351
2373,128561.38785541858
2376,120339.00566056123
2378,165309.5746579029
2382,255982.63516357145
2387,309286.0781052691
2392,333288.6714738682
2395,307091.953842921
2396,319323.1267420825
2397,261999.39316964935
2399,304035.1809319256
2401,390619.87877221993
2402,262236.7340708384
2407,216383.6000850836
2411,191249.20539463186
2414,193723.7572860186
2418,272961.5768542947
2419,193465.91744406504
2424,214032.0225631826
2427,174712.63218683223
2430,224320.9884601982
2439,211558.1642326336
2441,271221.994914064
2442,248350.84287306375
2446,539472.413129964
2447,377066.6806563673
2452,307674.8941132212
2457,349353.0010589779
2458,256120.53169381592
2462,428530.24542524555
2465,204393.7544395373
2467,208732.29468215763
2473,149354.18846449687
2478,213922.20375545433
2479,178918.63882186025
2482,167473.76303014724
2485,126718.52163966435
2488,135232.95007228586
2494,123338.15143541995
2500,283269.0896037155
2509,183888.82968871793
2512,193784.27284745628
2514,172123.99864906064
2515,209724.71510336178
2516,257978.95518032956
2518,173562.15864247858
2519,188469.55840890817
2520,175050.4298458062
2527,169972.2912865501
2532,118321.72888219349
2538,130176.58899720862
2539,131678.62432004831
2543,123344.73322983888
2551,136493.3152951179
2554,123639.91316130233
2555,113037.68182745452
2557,91822.3640683726
2561,126578.372992533
2563,142997.51938772964
2564,145749.92712544097
2570,119933.98000099201
2571,318780.3399236658
2576,149204.48500774978
2582,133690.99524479292
2584,160062.98127274256
2587,125962.59740269829
2589,122904.80623808895
2591,210172.05962107956
2597,122733.86443618312
2602,147264.11008523786
2605,172886.88803064026
2610,168390.63504757825
2611,153088.031216157
2614,130969.11406979698
2616,215315.49669731376
2617,140430.29409355597
2620,137332.65677415844
2623,90107.38766317691
2631,152398.4090536887
2638,139503.35202449159
2639,129528.93996086752
2645,130912.6260448554
2647,104400.72297933989
2648,126254.67868920621
2650,120806.51960503093
2652,117201.23962823825
2656,125275.85039265087
2658,156304.07090356617
2661,209397.38072735784
2665,166243.99413577467
2673,155195.47928270482
2678,99242.71500754687
2679,108905.48461763278
2680,77437.17964372705
2685,115357.63422130505
2695,134944.24635571684
2698,120112.46796142364
2700,205482.58974457567
2706,138705.35487215815
2708,146587.59263336225
2709,135182.65733695857
2711,121580.82436417203
2718,200378.1092893625
2719,195106.07678652203
2721,182179.33601485807
2725,177298.50355689068
2726,208567.3457261832
2732,189487.69125360157
2733,135745.83221316923
2739,193954.66588202084
2747,181401.13704103229
2751,251732.7717863846
2754,209174.77013494493
2755,234429.87181357568
2756,223488.68082481614
2758,237971.49922299208
2763,197520.9838100017
2764,234287.1627292606
2765,157935.59899692942
2766,144386.0707237796
2768,182695.10530143036
2781,263385.48865831585
2784,164410.2106764551
2785,118632.87792837917
2786,111616.8099364363
2796,260469.9343649368
2797,274174.54171150754
2801,248944.12810375693
2805,246954.95992004572
2806,213670.16318759523
2812,212133.24475027295
2817,130938.84786792158
2822,129260.06256407888
2825,264275.5999488872
2828,144432.52749446232
2831,188276.4876386635
2843,134705.15654339283
2845,116255.82214685396
2847,162110.41005631143
2855,157321.98388661706
2856,129024.16080240975
2859,143731.2419011658
2865,176748.12853837316
2867,153733.76105748862
2869,175861.81645200346
2870,179215.66371935396
2874,136949.2355756853
2876,90807.24364659672
2889,136662.25321173784
2892,270001.19195822586
2895,261558.11760919614
2898,267172.9578080414
2901,287888.79563214036
2902,317574.6419752867
2908,138262.07564106127
2909,122319.82006346647
2916,139562.8003153762
2917,96635.74426791769
2919,100890.61099698085
2921,109220.08233089144
2922,181506.30827350388
2925,171467.55024990503
2928,112760.7009522422
